Epoch,Train Loss,Train Accuracy,Valid Loss,Valid Accuracy
0,0.45256372351272434,0.8241223908918406,0.44788840413093567,0.8199404761904762
1,0.4096970178332983,0.8915045857052499,0.4115444166319711,0.8988095238095238
2,0.40476533828997147,0.9122983870967741,0.40579420753887724,0.900297619047619
3,0.40202366838268205,0.9239800759013284,0.4070648210389273,0.9255952380952381
4,0.39857691409541113,0.9233673308032891,0.40533741457121714,0.9196428571428571
5,0.39609143254803675,0.9307400379506642,0.4052253706114633,0.9241071428571429
6,0.39546410827075734,0.92702403542062,0.3988420707838876,0.9330357142857143
7,0.3943770060352251,0.9313132511068944,0.4261228782790048,0.8764880952380952
8,0.3926059463444878,0.9393382352941176,0.4053962230682373,0.9047619047619048
9,0.39326366139393226,0.9313527830487034,0.4157301826136453,0.912202380952381
10,0.393259711709677,0.9399312144212524,0.4065598888056619,0.8943452380952381
11,0.3913467824459076,0.9484898798228969,0.4044170209339687,0.90625
12,0.39126897267266814,0.9459796015180265,0.40606511916433063,0.9255952380952381
13,0.3918634507001615,0.9497549019607843,0.40579711965152193,0.8898809523809524
14,0.39158734387042476,0.9430147058823529,0.4009298639638083,0.9330357142857143
15,0.39102518149450716,0.9484701138519924,0.4167637995311192,0.8735119047619048
16,0.3892594482384476,0.9497153700189753,0.40314771022115437,0.9166666666666667
17,0.3895728412796469,0.9521663504111322,0.40757450461387634,0.90625
18,0.3896237237780702,0.94603889943074,0.3934767586844308,0.9285714285714286
19,0.3886053351794972,0.9521465844402277,0.3990370716367449,0.9419642857142857
20,0.3905371316507751,0.9392987033523087,0.39899865218571257,0.912202380952381
21,0.38939930761561675,0.9485096457938014,0.4046943358012608,0.9300595238095238
22,0.3900037980547138,0.9429356419987349,0.40526982716151644,0.9345238095238095
23,0.3879077750093797,0.9613970588235294,0.4022894970008305,0.9166666666666667
24,0.39019160235629363,0.9442401960784313,0.4004795806748526,0.9166666666666667
25,0.39007723798938826,0.9503281151170145,0.3988828148160662,0.9285714285714286
26,0.3879879146229987,0.9521861163820367,0.3966165653296879,0.9389880952380952
27,0.38911714507084266,0.9454063883617964,0.3996373074395316,0.9285714285714286
28,0.3887613117694855,0.9589263124604681,0.3949263223579952,0.9330357142857143
29,0.3888050884592767,0.9546568627450981,0.40181068437440054,0.9211309523809524
30,0.38862355667002063,0.9509408602150538,0.3911808856895992,0.9389880952380952
31,0.38719130731096457,0.9558823529411765,0.39758775915418354,0.9181547619047619
32,0.388842046845193,0.9502490512333965,0.3943099336964743,0.943452380952381
33,0.389105218298295,0.9540243516761544,0.3928101233073643,0.9479166666666667
34,0.3883415355401881,0.9534313725490197,0.3927293973309653,0.9241071428571429
35,0.3885721067587535,0.9491223908918406,0.3995605409145355,0.912202380952381
36,0.3879903402982974,0.9552696078431373,0.3962366282939911,0.9508928571428571
37,0.3871743217402813,0.9589263124604681,0.39541038445064,0.9464285714285714
38,0.38864702570672127,0.9460191334598356,0.4026095058236803,0.9211309523809524
39,0.38832460782107187,0.9484701138519924,0.38912966421672274,0.9419642857142857
40,0.3868441745346668,0.9619702719797597,0.3999686539173126,0.9345238095238095
41,0.38606006900469464,0.9595588235294118,0.3961840144225529,0.9479166666666667
42,0.3883183545926038,0.9533918406072107,0.40407401749065947,0.9508928571428571
43,0.38795677470225914,0.9527790955091714,0.3894194918019431,0.9553571428571429
44,0.3868919575915617,0.9540441176470589,0.3992473227637155,0.9389880952380952
45,0.38671311210183534,0.9613575268817205,0.39478854622159687,0.9375
46,0.38748497296782103,0.9620098039215687,0.3933081797191075,0.9553571428571429
47,0.3870568848123737,0.9638085072738773,0.3931508788040706,0.9255952380952381
48,0.3869836599219079,0.9564753320683113,0.3960535568850381,0.943452380952381
49,0.3867860781211479,0.9546568627450981,0.39352910007749287,0.96875
50,0.38654106680084677,0.9564753320683113,0.3939595265047891,0.9419642857142857
51,0.3869992219934277,0.9625830170777989,0.39484311427388874,0.9613095238095238
52,0.38682397206624347,0.9638480392156863,0.392889997788838,0.9464285714285714
53,0.38706595348376854,0.9502490512333965,0.3944657232080187,0.9508928571428571
54,0.38650740303245246,0.9577008222643897,0.3953801563807896,0.9345238095238095
55,0.38708335979312075,0.9564950980392157,0.3957971377032144,0.9389880952380952
56,0.38636089949046865,0.9638085072738773,0.3902395325047629,0.9523809523809524
57,0.3855859245739731,0.961377292852625,0.3932252355984279,0.9523809523809524
58,0.3867005437028174,0.9595390575585073,0.39651969500950407,0.9360119047619048
59,0.3863344116538179,0.9607843137254902,0.39660476786749704,0.9345238095238095
60,0.3863459515805338,0.961377292852625,0.39459618074553354,0.9508928571428571
61,0.38636259646976695,0.960171568627451,0.389214779649462,0.9419642857142857
62,0.3858430146002302,0.9632155281467426,0.3981096105916159,0.9598214285714286
63,0.38626156659687266,0.9607250158127768,0.3938699747834887,0.9553571428571429
64,0.38575441463320864,0.9662792536369387,0.3967933101313455,0.943452380952381
65,0.38604305363168906,0.9632352941176471,0.3964213345732008,0.9449404761904762
66,0.3856181379626779,0.9668919987349779,0.3962342143058777,0.9389880952380952
67,0.3851812809121375,0.9680977229601518,0.39826214739254545,0.9523809523809524
68,0.3858034458814883,0.9693627450980392,0.391832743372236,0.9553571428571429
69,0.38520162888601717,0.964441018342821,0.3926652159009661,0.9598214285714286
70,0.3866339816766627,0.964441018342821,0.39432142462049213,0.9360119047619048
71,0.38539775037298013,0.9626225490196079,0.3957977848393576,0.9598214285714286
72,0.38667969902356464,0.9546370967741936,0.3960930279323033,0.9360119047619048
73,0.38533607300590067,0.9693232131562303,0.3925504130976541,0.9508928571428571
74,0.385034898332521,0.9656665085388995,0.3951323372977121,0.9553571428571429
75,0.38490809470999476,0.9736321948134092,0.390275239944458,0.9568452380952381
76,0.38565082117622973,0.9619702719797597,0.3949056225163596,0.9270833333333333
77,0.38508695948357674,0.9656665085388995,0.39389848709106445,0.9345238095238095
78,0.3845890076721416,0.9674849778621126,0.3911406227520534,0.9479166666666667
79,0.3848259086702384,0.9675245098039216,0.3933488684041159,0.931547619047619
