Epoch,Train Loss,Train Accuracy,Valid Loss,Valid Accuracy
0,0.4475393431659525,0.9565412186379928,0.4586407451402573,0.9755952380952381
1,0.43995000167417125,0.9706167861409797,0.5026649665264856,0.9714285714285714
2,0.4373735465029234,0.9751717443249701,0.4352295313562666,0.98125
3,0.4352989209595547,0.9777479091995221,0.4643850025676546,0.9848214285714286
4,0.43430016584151393,0.9807721027479092,0.44900196960994176,0.9895833333333334
5,0.4338159072641261,0.9809214456391876,0.4502991026356107,0.9866071428571429
6,0.43309075242017475,0.9824522102747909,0.4492380284127735,0.975
7,0.43280669188698845,0.9824522102747909,0.4478223366396768,0.987202380952381
8,0.4323440319107425,0.9838709677419355,0.44826806925591967,0.9854166666666667
9,0.4319846255876115,0.9845803464755077,0.4490048592998868,0.9892857142857143
10,0.43210706157496326,0.9846923536439666,0.43368254133633205,0.9800595238095238
11,0.43147989053595165,0.9866338112305855,0.4443296974613553,0.9857142857142858
12,0.4313653639852645,0.985663082437276,0.4416757013116564,0.9883928571428572
13,0.4311685091420884,0.9859991039426523,0.44207248091697693,0.9910714285714286
14,0.4311409588711806,0.986857825567503,0.4443179726600647,0.9898809523809524
15,0.43098659875714795,0.9886499402628435,0.44187470844813753,0.9895833333333334
16,0.4308034719603321,0.9878285543608124,0.43907334293637956,0.9877976190476191
17,0.43062350477938727,0.9880152329749103,0.4389985978603363,0.9910714285714286
18,0.4305915876315059,0.9883885902031063,0.4374026957012358,0.9931547619047619
19,0.4306624936231433,0.9890232974910395,0.4341056710197812,0.9827380952380952
20,0.4303896720192908,0.9896580047789725,0.44170496577308294,0.9833333333333333
21,0.43031580723029883,0.9898073476702509,0.4365219967705863,0.9931547619047619
22,0.4302028561792066,0.9908900836320191,0.43945170782861254,0.9907738095238096
23,0.4301901138882768,0.9898446833930705,0.43484603393645516,0.9892857142857143
24,0.43015743491185326,0.9894713261648745,0.4336895962556203,0.9916666666666667
25,0.4300021805857245,0.9913007765830346,0.43418612167948767,0.993452380952381
26,0.430507742625126,0.989620669056153,0.44311758421716235,0.9532738095238096
27,0.4299380232000294,0.9908527479091995,0.4367288535549527,0.9940476190476191
28,0.4297907561099373,0.9908900836320191,0.4371093914622352,0.99375
29,0.42992410444729073,0.9913754480286738,0.43245121637980144,0.9910714285714286
30,0.42972950998742665,0.9911140979689367,0.43373560224260604,0.9910714285714286
31,0.42971049357770874,0.9910394265232975,0.4351941735971542,0.99375
32,0.42977564448096844,0.9909647550776584,0.43108004672186717,0.9901785714285715
33,0.429873414471158,0.9915994623655914,0.4334331171853202,0.9907738095238096
34,0.42983373476185677,0.9911887694145759,0.4318521581944965,0.9824404761904761
35,0.4296287010861127,0.9920848267622461,0.4377951647554125,0.9946428571428572
36,0.4295927027647641,0.9918234767025089,0.44175392587979634,0.9898809523809524
37,0.4295625230887173,0.9909647550776584,0.4357401910282317,0.9925595238095238
38,0.4295173247156747,0.9917488052568698,0.43592750770705085,0.9940476190476191
39,0.42986321577461817,0.9927195340501792,0.4483551763352894,0.950297619047619
40,0.4295916131818878,0.991636798088411,0.43281374658857075,0.9895833333333334
41,0.42950130274503745,0.9923835125448028,0.436458477803639,0.9883928571428572
42,0.42942978183570873,0.9922715053763441,0.43514071589424497,0.993452380952381
43,0.42960999455645665,0.9932422341696535,0.4349227468172709,0.986904761904762
44,0.42944215585254,0.9920848267622461,0.43447994561422437,0.9940476190476191
45,0.4294338699523693,0.9919354838709677,0.4317372642812275,0.9949404761904762
46,0.4293950209694524,0.993018219832736,0.4305343386672792,0.9916666666666667
47,0.4295132887263737,0.9927568697729988,0.4329408543450492,0.9833333333333333
48,0.42936828102262214,0.9922341696535245,0.4308078726132711,0.9907738095238096
49,0.42928958839982784,0.9927195340501792,0.4333414242381141,0.9949404761904762
50,0.42934013701966445,0.9929435483870968,0.43311165599595935,0.9851190476190477
