Epoch,Train Loss,Train Accuracy,Valid Loss,Valid Accuracy
0,0.7017082848719188,0.9107142857142857,0.5722016990184784,0.8661684782608696
1,0.4193153849669865,0.9955357142857143,0.4827849864959717,0.8783967391304348
2,0.4104034262044089,0.9910714285714286,0.412572517991066,1.0
3,0.4037195699555533,1.0,0.4007284939289093,1.0
4,0.42058811656066347,0.9888392857142857,0.402564212679863,1.0
5,0.4087765578712736,1.0,0.39770227670669556,1.0
6,0.41581645820822033,0.9910714285714286,0.40082766115665436,1.0
7,0.4067985202584948,1.0,0.39965707063674927,1.0
8,0.41085746458598543,1.0,0.42047642171382904,1.0
9,0.4073813834360668,0.9955357142857143,0.3969491571187973,1.0
10,0.41249270524297443,1.0,0.39794765412807465,1.0
11,0.4191492199897766,0.9977678571428571,0.4271498769521713,1.0
12,0.40369704578604015,0.9955357142857143,0.3918418139219284,1.0
13,0.4029022327491215,1.0,0.39598892629146576,1.0
14,0.4045705646276474,0.9933035714285714,0.40182220935821533,1.0
15,0.40478331063474926,0.9933035714285714,0.42240196466445923,0.96875
16,0.40973724850586485,0.9955357142857143,0.3930521309375763,1.0
17,0.4047747850418091,1.0,0.4019714742898941,1.0
18,0.40202145065580097,1.0,0.3943129926919937,1.0
19,0.4193309651953833,0.984375,0.4335944652557373,1.0
20,0.4017431778567178,1.0,0.39144790172576904,1.0
21,0.4091085855449949,1.0,0.39709292352199554,1.0
22,0.40099404539380756,1.0,0.39294837415218353,1.0
23,0.4026575982570648,0.9933035714285714,0.3935226500034332,1.0
24,0.3998496638877051,1.0,0.39167533814907074,1.0
25,0.4022427499294281,1.0,0.3932131677865982,1.0
26,0.40071135120732443,1.0,0.3924332410097122,1.0
27,0.4037790894508362,1.0,0.39092378318309784,1.0
28,0.4041710006339209,1.0,0.3913170397281647,1.0
29,0.40082745041166035,1.0,0.392518013715744,1.0
30,0.39935640352112906,0.9977678571428571,0.39197102189064026,1.0
31,0.4012961451496397,1.0,0.3908875584602356,1.0
32,0.39987472338335855,1.0,0.3902398347854614,1.0
33,0.3971890402691705,1.0,0.3966098427772522,1.0
34,0.3991730638912746,1.0,0.3911752998828888,1.0
35,0.40609045539583477,0.9933035714285714,0.4049173444509506,1.0
36,0.4018892007214682,1.0,0.3955162316560745,1.0
37,0.3988908507994243,1.0,0.3962826430797577,1.0
38,0.3978887264217649,1.0,0.39798884093761444,1.0
39,0.4022493724312101,1.0,0.3898807317018509,1.0
40,0.3959509198154722,1.0,0.3950575292110443,1.0
41,0.3962893933057785,1.0,0.38955116271972656,1.0
42,0.4026754881654467,1.0,0.39855538308620453,1.0
43,0.3987443723848888,1.0,0.4140270799398422,1.0
44,0.3994650734322412,1.0,0.39839084446430206,1.0
45,0.39833678943770273,1.0,0.3922165185213089,1.0
46,0.40035963909966604,1.0,0.40094880759716034,1.0
47,0.3958428374358586,1.0,0.3911988288164139,1.0
48,0.39615979364940096,1.0,0.4009517878293991,1.0
49,0.39969378071171896,1.0,0.39112330973148346,1.0
50,0.39634430408477783,1.0,0.40066052973270416,1.0
51,0.39601667863982065,1.0,0.39316266775131226,1.0
52,0.39938128207411083,1.0,0.3960297703742981,1.0
53,0.3992943912744522,1.0,0.4029032438993454,1.0
54,0.39736870569842203,1.0,0.3947804868221283,1.0
55,0.39592408921037403,1.0,0.4009145051240921,1.0
56,0.4020158371755055,0.9977678571428571,0.3934103697538376,1.0
57,0.3956805659191949,1.0,0.39114290475845337,1.0
58,0.39567417544978006,1.0,0.4102037698030472,1.0
59,0.40541174369198935,0.9866071428571429,0.39291270077228546,1.0
60,0.39587889185973574,1.0,0.39256176352500916,1.0
61,0.39466679096221924,1.0,0.390298068523407,1.0
62,0.3980062710387366,1.0,0.39346837997436523,1.0
63,0.39539119601249695,1.0,0.3972286432981491,1.0
64,0.39698357454368044,1.0,0.3944397419691086,1.0
65,0.39650569004671915,1.0,0.39414796233177185,1.0
66,0.3967942489045007,1.0,0.39516104757785797,1.0
67,0.3960060796567372,1.0,0.40615034103393555,1.0
68,0.3965957207339151,1.0,0.38976866006851196,1.0
69,0.39569959683077677,1.0,0.3910350799560547,1.0
70,0.3964455596038273,1.0,0.39304694533348083,1.0
71,0.39561443456581663,1.0,0.3939852863550186,1.0
72,0.3959325743573053,1.0,0.3918238580226898,1.0
73,0.3976833862917764,1.0,0.4035772830247879,1.0
74,0.39488120802811216,1.0,0.39076724648475647,1.0
75,0.39602905937603544,1.0,0.4006507247686386,1.0
76,0.39457822910376955,1.0,0.39450693130493164,1.0
77,0.3954055926629475,1.0,0.39171312749385834,1.0
78,0.3952372074127197,1.0,0.3956555724143982,1.0
79,0.3948004799229758,1.0,0.39362964034080505,1.0
