Epoch,Train Loss,Train Accuracy,Valid Loss,Valid Accuracy
0,0.3799819722122357,0.8697327488687783,0.3736304390689601,0.8994384057971014
1,0.354985732366057,0.9261052978883861,0.3445132101359575,0.9485054347826087
2,0.34700575251789656,0.9421126089324618,0.34240968499494634,0.9523097826086957
3,0.34221824841301945,0.9525122549019608,0.3422828092523243,0.9544655797101449
4,0.3389045615601384,0.9594658643371878,0.3337981931541277,0.974981884057971
5,0.3365994369964194,0.9641373910675382,0.3314417876627134,0.9714492753623188
6,0.3348084229302302,0.9680010893246187,0.33267844928347545,0.9695652173913043
7,0.3333568359382272,0.970873659292777,0.32975227275620334,0.9760869565217392
8,0.33260012072285794,0.9717626633986928,0.33226640302201976,0.9709239130434782
9,0.33137614421205586,0.9751327614379085,0.3315042344124421,0.9732155797101449
10,0.3306871816386065,0.9763242102396514,0.3288311607163885,0.9775815217391305
11,0.3301921261551593,0.9773035549689961,0.3324381491412287,0.9824547101449276
12,0.329488995823855,0.9793329457851517,0.329586725520051,0.9789402173913043
13,0.32926222961193075,0.9792818836936484,0.3302887394376423,0.9747282608695652
14,0.3287654066202687,0.9804052497067204,0.3289500546196233,0.977427536231884
15,0.32838656131608296,0.981243191721133,0.3267567650131557,0.9835416666666666
16,0.3281157835181762,0.9812012946204123,0.32784213281196095,0.9820652173913044
17,0.32779315253618235,0.9828902714932127,0.3278346786032552,0.981929347826087
18,0.32778474943375535,0.9824176198257081,0.3279682436715002,0.9801630434782609
19,0.3273179707054479,0.982911220043573,0.32675315854342085,0.985733695652174
20,0.3270851118015308,0.9838604512317748,0.3270270851643189,0.9869565217391304
21,0.3270591397106258,0.9838133169934641,0.3265065031207126,0.9872282608695652
22,0.3268995522024325,0.9843579793028322,0.32639941210332124,0.9872101449275362
23,0.32662154836397544,0.9856004901960784,0.325844135362169,0.9879076086956522
24,0.32642778869482947,0.9853582725825374,0.3263729911783467,0.9858695652173913
25,0.3265125180608826,0.9849537037037037,0.3262650596058887,0.9841032608695652
26,0.32642289329003665,0.9852692412435059,0.3255593943855037,0.9853260869565217
27,0.3260891002994477,0.9867539697502934,0.3271413643722949,0.9894021739130435
28,0.3260803202365998,0.9857837900117312,0.3270234253095544,0.9836956521739131
29,0.32590503669252585,0.9869791666666666,0.3258138778417007,0.9884510869565217
30,0.32591416274475377,0.9861791938997821,0.3253243443758591,0.9904891304347826
31,0.32576634861480175,0.9864855664488017,0.32493761751962746,0.9915760869565218
32,0.32566693412192765,0.987234477124183,0.3256771402514499,0.9877717391304348
33,0.3255422241287813,0.9870472494553377,0.32533311947532323,0.9862409420289855
34,0.32538025534036114,0.9880344498910676,0.325470887966778,0.9876358695652174
35,0.32536018927112903,0.9883408224400871,0.32504800700623054,0.9883152173913043
36,0.3254201646756243,0.9875028804256746,0.32527337981306986,0.9910326086956521
37,0.32532388018951436,0.9878472222222222,0.32536362590997114,0.9873641304347827
38,0.3253147994575937,0.987932325708061,0.3246218484380971,0.9910326086956521
39,0.3252038214363823,0.9882386982570807,0.32486732407756475,0.9889945652173913
40,0.32497937621828776,0.9890386710239651,0.3246831221425015,0.990625
41,0.3251005083257596,0.9878982843137255,0.3253292783446934,0.9883152173913043
42,0.32505383568132107,0.9889535675381264,0.3247121074925298,0.9899456521739131
43,0.3250159506477042,0.9885280501089324,0.32486968351447065,0.990625
44,0.3249915285372786,0.9885280501089324,0.32481745170510334,0.9902173913043478
45,0.3249200590458051,0.9895833333333334,0.325050963655762,0.9875
46,0.32481819607138895,0.9894943019943021,0.3245169741951901,0.9915760869565218
47,0.3247688906287576,0.9893411157197922,0.32496581531089286,0.9882789855072464
